filename,basename,toolid,toolmode,parser_version,runid,start,duration,exit_code,findings,infos,errors,fails
contracts/batch_04/original/batch04_contract_001.sol,batch04_contract_001.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2126,1775194571.6375973,2275.609394788742,1,"Dependence_on_predictable_environment_variable_SWC_116,Dependence_on_predictable_environment_variable_SWC_120,Integer_Arithmetic_Bugs_SWC_101,Transaction_Order_Dependence_SWC_114",,,
contracts/batch_04/original/batch04_contract_002.sol,batch04_contract_002.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2126,1774903422.162647,4690.538431406021,0,,,,
contracts/batch_04/original/batch04_contract_003.sol,batch04_contract_003.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2126,1775219308.8564575,3608.9946806430817,1,Dependence_on_predictable_environment_variable_SWC_116,,,
contracts/batch_04/original/batch04_contract_004.sol,batch04_contract_004.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2126,1774961443.4985838,863.544447183609,1,Exception_State_SWC_110,,,
contracts/batch_04/original/batch04_contract_005.sol,batch04_contract_005.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2126,1774819613.8089805,3611.333395719528,1,"External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107",,,
contracts/batch_04/original/batch04_contract_006.sol,batch04_contract_006.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2126,1774950289.3971276,3614.887613296509,1,External_Call_To_User_Supplied_Address_SWC_107,,,
contracts/batch_04/original/batch04_contract_007.sol,batch04_contract_007.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2126,1775126661.9701388,18.380000352859497,1,Unprotected_Selfdestruct_SWC_106,,,
contracts/batch_04/original/batch04_contract_008.sol,batch04_contract_008.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2126,1775109540.6744277,2484.0186841487885,1,"Exception_State_SWC_110,External_Call_To_User_Supplied_Address_SWC_107,Multiple_Calls_in_a_Single_Transaction_SWC_113,Transaction_Order_Dependence_SWC_114,Unprotected_Ether_Withdrawal_SWC_105",,,
contracts/batch_04/original/batch04_contract_009.sol,batch04_contract_009.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2126,1775247296.7944448,3748.3118348121643,0,,,,
contracts/batch_04/original/batch04_contract_010.sol,batch04_contract_010.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2126,1775148808.6993058,3622.73979640007,1,"Dependence_on_predictable_environment_variable_SWC_116,Exception_State_SWC_110",,,
contracts/batch_04/original/batch04_contract_011.sol,batch04_contract_011.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2126,1774879833.9006085,3621.559757709503,1,"Dependence_on_predictable_environment_variable_SWC_116,Exception_State_SWC_110",,,
